Lengua,Estado,Municipio,Localidad,HLI,Hombres,Mujeres,Latitud ,Longitud
náhuatl,San Luis Potosí,Xilitla,Cruztitla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Cuáhuatl,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Cuartillo Nuevo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Cuartillo Viejo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Cucharájatl,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Ejido Peña Blanca Limontitla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Ejido Xilitlilla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Balcón,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Barrio,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Bordo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Cañón,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Carrizal,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Chalahuite,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Corazón de María (El Campamento),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Encinal,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Granado,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Jagüey Colorado,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Jobo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Lagarto,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Limón,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Mirador,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Nacimiento,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Naranjal (La Ceiba),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Naranjal Dos,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Pino,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Potrero,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Raizal,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Retén,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Rincón,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Sabino,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Tamarindo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,El Túnel,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Encinal Uno,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Hacienda de Huitzmolotitla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Hacienda Suchiayo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Honduras,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Huachichila (Barrio los Pocitos),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Ixtacamel Buenos Aires,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Iztacapa,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Joya del Agua,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Joyita del Tres,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Ceiba,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Chaca,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Conchita,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Cueva,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Curva,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Escalera,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Esperanza,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Florida,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Gloria,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Hacienda,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Herradura,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Joya,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Joya de Tlaletla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Ladera,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Laguna,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Loma,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Mina,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Mojonera,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Nueva Independencia,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Pagua,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Palangana,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Palizada,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Palma,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Puerta de la Esperanza,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Silleta,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Targea,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Tinaja,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Trinidad,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,La Victoria,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Las Adjuntas,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Las Crucitas,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Las Crucitas,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Las Crucitas,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Las Joyas,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Las Tiendas,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Los Cajones,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Los Cuisillos,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Los Otates,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Los Pemoches (Puerto Rico),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Los Pocitos,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Manteco,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Manteyo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Miramar Viejo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Moloxco,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Nuevo Miramar,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Ollita del Pino,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Otlaxhuayo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Paguayo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Papatlal,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Pemoxco,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Peña Blanca,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Petatillo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Pilahuehueyo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Pilateno,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Pitzoátl,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Plan de Juárez,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Potrerillos,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Poxtla (La Empresa),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Puerto de Belén,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Puerto Encinal,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Puerto Tlaletla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Puerto Tres Cruces (San Antonio Xalcuayo Uno),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Quilicalco,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Quirámbaro,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Ranchito la Silleta,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Rancho la Gloria,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Rancho los Barbechos,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Rancho Nuevo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Rincón la Joya,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,San Agustín,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,San Antonio Huitzquilico (Barrio Centro),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,San Antonio Xalcuayo Dos,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,San José,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,San Pedro Huitzquilico,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,San Rafael,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Soledad de Zaragoza,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Suchiayo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tecaya Dos,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tecaya Uno,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Temascales,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tenepanco,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tepetzintla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tierra Blanca Ejido,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tierra Blanca Fracción,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tierras Coloradas,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tlacuapa (Temascal),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tlahuilapa,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tlamaya,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tlamimil,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tlapexmecayo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Tres Pozos (San Antonio Xalcuayo Uno),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Uhaxuco,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Uhaxuquito,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Uxtuapan,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Villa de Guadalupe,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Xaltipa,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Xiliátl,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Xilitla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Xilitla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Xilitlilla,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Xiloxochico (El Chico),as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Xocoyo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Zacatipa,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,Xilitla,Zapuyo,as,as,as,sin datos ,sin datos 
náhuatl,San Luis Potosí,,Axtla de Terrazas,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Benito Juárez (Campo Magallanes),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Coronel Andrés Sánchez Magallanes,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,El Parnaso,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,El Yucateco (Paylebot 2da. Sección),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Habanero 1ra. Sección (Venustiano Carranza),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Ignacio Gutiérrez Gómez (San Felipe),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Las Esperanzas,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Miguel Hidalgo 2da. Sección B (La Natividad),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Naranjeño 2da. Sección A,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Pedro Sánchez Magallanes,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Poblado C-21 Licenciado Benito Juárez García,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Poblado C-29 General Vicente Guerrero,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,PobladoC-17 Independencia,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Río Seco 2da. Sección A,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Cárdenas,Santa Rosalía (Miguel Hidalgo 2da. Sección),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Aldama,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Cárdenas,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Chichicapa,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Comalcalco,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Cupilco,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Lagartera,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Oriente,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Oriente 1ra. Sección (Santo Domingo),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Oriente 6ta. Sección (Los Mulatos),as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Paso de Cupilco,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Potrerillo,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Reyes Hernández 1ra. Sección,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Reyes Hernández 2da. Sección,as,as,as,sin datos ,sin datos 
náhuatl,Tabasco,Comalcalco,Tecolutilla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,Ixcotlancuentlac,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,San Antoñotla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,San Bartolomé Cuahuixmatlac,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,San Pedro Muñoztla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,San Pedro Tlalcuapan de Nicolás Bravo,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,San Pedro Xochiteotla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,San Rafael Tepatlaxco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,Santa Ana Chiautempan,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,Santa Fe Esperanza,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Chiautempán,Tlalcolijia,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Atlapechco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Capula,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Contla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Ixtlahuaca,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,La Luz [Barrio],as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Ocotlán Tepatlaxco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Rancho Hueyicuentla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,San Felipe Cuauhtenco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,San José Aztatla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Santa María Aquiáhuac,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Contla de Juan Cuamatzi,Zacatepanco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Mazatecochco de José María Morelos,Mazatecochco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Mazatecochco de José María Morelos,Mazatecochco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Mazatecochco de José María Morelos,Mazatecochco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Mazatecochco de José María Morelos,Mazatecochco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Mazatecochco de José María Morelos,Mazatecochco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Mazatecochco de José María Morelos,Ramos Muñoz Manzano,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Mazatecochco de José María Morelos,San Juan Ixhualco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Francisco Tetlanohcan,Ex-Rancho de Guadalupe,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Francisco Tetlanohcan,San Francisco Tetlanohcan,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Acopilco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Ex-Hacienda Guadalupe Xaltelulco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Patlaguactetl,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Pipilatzi,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Popozotzi,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,San Isidro Buen Suceso,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,San Isidroso (Coyotera),as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Tetzacual,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Tlalcoxtépetl,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Villa Vicente Guerrero,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,San Pablo del Monte,Xahuén Vargas,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Santa Cruz Tlaxcala,Alejandro Peña Conde,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Santa Cruz Tlaxcala,Coxtla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Santa Cruz Tlaxcala,Guadalupe Tlachco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Santa Cruz Tlaxcala,Jesús Huitznáhuac,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Santa Cruz Tlaxcala,San Lucas Tlacochcalco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Santa Cruz Tlaxcala,Santa Cruz Tlaxcala,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Tenancingo,Concepción Acopilco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Tenancingo,Tenancingo,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,A la Vuelta,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Apachco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Ayocalco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Coapuente,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Cuahtenco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Cuatecoloyotl,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Cuaxinca,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,El Carmen Aztama,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,La Vuelta,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Teolocholco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Teolocholco,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Tepizila,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Zacazontetla,as,as,as,sin datos ,sin datos 
náhuatl,Tlaxcala,Teolocholco,Zapahua,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Acatla,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Acultzingo,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Aguachinola,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Atitla (Barrio de Guadalupe),as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Coatepec (Coatepec de Arriba),as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Coatepec de Abajo (Rincón Lobo),as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Colonia la Cuesta,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Coxolitla de Abajo,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Coxolitla de Arriba,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Ejido la Cuesta (San José Chico),as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,El Potrero,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Linda Vista,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Macualtzingo,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Ojo de Agua de Abajo (La Mesa),as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Ojo de Agua de Arriba,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Próspero Pineda,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Puente de Guadalupe,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,San Isidro,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Sierra de Agua,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Tecamalucan,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Tlapextitla,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Acultzingo,Vaquería,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Agua Nacida,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Agua Zarca,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Aguacate de Vinazco,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Alajuela,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Álamo,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Álamo  ,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Álamo Tortuga,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Alfredo V. Bonfil,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Ampliación Fortín,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Ampliación Reforma,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Aquiles Serdán (El Nueve),as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Arroyo Hondo (Kilómetro 26),as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Arroyo Seco,as,as,as,sin datos ,sin datos 
náhuatl,Veracruz De Ignacio De La Llave,Álamo Temapache,Artículo Veintisiete Constitucional,as,as,as,sin datos ,sin datos 
