Lengua,Estado,Municipio,Localidad,HLI,Hombres,Mujeres,Latitud ,Longitud
amuzgo,Guerrero,Xochistlahuaca,Rancho Viejo,as,as,as,sin datos ,sin datos 
amuzgo,Guerrero,Xochistlahuaca,San Marcos,as,as,as,sin datos ,sin datos 
amuzgo,Guerrero,Xochistlahuaca,Tierra Colorada,as,as,as,sin datos ,sin datos 
amuzgo,Guerrero,Xochistlahuaca,Xochistlahuaca,as,as,as,sin datos ,sin datos 
amuzgo,Guerrero,Xochistlahuaca,,as,as,as,sin datos ,sin datos 
amuzgo,Guerrero,Xochistlahuaca,,as,as,as,sin datos ,sin datos 
amuzgo,Guerrero,Xochistlahuaca,,as,as,as,sin datos ,sin datos 
amuzgo,Guerrero,Xochistlahuaca,,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,El Rosario,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,La Guadalupe,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,Llano de Amuzgos,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,Los Pobres,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,San Juan,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,San Martín,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,San Pedro Amuzgos,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,San Pedro Apóstol,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,San Pedro Amuzgos,,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,Alto de la Cruz,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,Cerro las Trancas,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,El Aguacate,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,El Tecolote,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,La Ciénega,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,San Andrés el Bajo,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,Santa María el Rincón,as,as,as,sin datos ,sin datos 
amuzgo,Oaxaca,Santa María Ipalapa,Santa María Ipalapa,as,as,as,sin datos ,sin datos 
Awakateko,Campeche,Champotón,Maya Tecún I,as,as,as,sin datos ,sin datos 
Awakateko,Campeche,Champotón,Maya Tecún II,as,as,as,sin datos ,sin datos 
Awakateko,Campeche,Champotón,Santo Domingo Kesté,as,as,as,sin datos ,sin datos 
ayapaneco ,Tabasco,Jalpa de Méndez,Ayapa,as,as,as,sin datos ,sin datos 
ayapaneco ,Tabasco,Jalpa de Méndez,El Carmen,as,as,as,sin datos ,sin datos 
ayapaneco ,Tabasco,Jalpa de Méndez,El Carmen (La Ensenada),as,as,as,sin datos ,sin datos 
ayapaneco ,Tabasco,Jalpa de Méndez,Vicente Guerrero 1a. Sección,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,Arroyo Tigre,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,Barrio Hidalgo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,Cacalote,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,El Jordán,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,Jamaica,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,La Aurora19*,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,San Gabriel Mixtepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Gabriel Mixtepec,Santa María,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Jacinto Tlacotepec,Barrio los Pinos,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Jacinto Tlacotepec,Cuajinicuil,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Jacinto Tlacotepec,El Venado,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Jacinto Tlacotepec,La Unión,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Jacinto Tlacotepec,Río Trapiche,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Jacinto Tlacotepec,San Jacinto Tlacotepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Armenia,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Cañada Río Oriente,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,El Ocote,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,El Platanar,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,El Portillo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,El Recuerdo (La Neblina),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,El Rosario,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,El Rosario,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Guadalupe,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,La Asunción,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,La Ciénega,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,La Reforma,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,La Unión,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Luz de la Luna,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Ojo de Agua,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Río Sal,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San Francisco,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San José,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San José Costa Rica,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San José el Corozal,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San Juan Lachao,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San Martín,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,San Miguel,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Santa Catarina Cerro del Vidrio,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Santa Cruz (Rancho Escondido),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Santa Fe,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Santa Lucía Tierra Blanca,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Santa María Rancho Nuevo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Santa Rosa de Lima,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Lachao,Tierra Colorada,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Arroyo de Ceniza,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Arroyo Naranjo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Barranca Bule,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Cerro Chicatana,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Cerro Grito,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Cieneguilla,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Cofradía Primera,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Cofradía Segunda,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,El Nazaret,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Orillas de San Juan (Tikutiacna),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Río de la Cruz,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Río Manteca,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Río Metate,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,Río Olote,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,San Francisco (Tierra Blanca),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,San Juan Quiahije,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Juan Quiahije,San Juan Quiahije,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Barranca del Tejón,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Barranca Istle (Arroyo Cuajilote),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Cerro Amarillo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Cerro Lana,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Cerro Ombligo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Corozalito,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,El Aguacate,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,El Cuateco,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,El Progreso,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,El Tizne,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Laguna Seca (José Pablo),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Lagunilla (Cerro Comal),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Llano Arriera,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Mano de Tigre,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Mazaqueztla,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,Montebello,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Miguel Panixtlahuaca,San Miguel Panixtlahuaca,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Juchatengo,El Tilimiche,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Juchatengo,La Cruz,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Juchatengo,La Pila,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Juchatengo,San Pedro Juchatengo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Aguaje del Zapote,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Bajos de Chila,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Barrio Arriba,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Barrio de las Flores,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Buena Vista,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Colonia Bugambilias,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Colonia San Miguel,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,El Huarumbo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,La Isla del Gallo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,La Lucerna,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Las Negras,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Las Tres Palmas,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Los Limones,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Los Nanches,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Puerto Escondido,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,Puerto Escondido,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,San Andrés Copala,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,San Pedro Mixtepec,San Pedro Mixtepec Distrito 22,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Ampliación Barrio Grande y la Asunción,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Arroyo Triste,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Camino a Juquila,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Cañada de Otate,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Cerro Iglesia,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Cinco Negritos,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Cruz de Palo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Camalote,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Cangrejo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Carrizo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El CERESO,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Coquito,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Corozal Grande,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Corozalito,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Destino,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Obispo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Pedimento,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Portillo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,El Salar,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Junta de los Ríos,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Asunción,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Chao Nuevo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Cieneguilla,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Colorada,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Esmeralda,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Jícara,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Sanguijuela,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,La Soledad el Mapache,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Monte Obscuro,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Montserrat (Monserrato),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Plan del Ciruelo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,San Felipe de Jesús,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,San Francisco Ixpantepec (kychin  tiya),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,San José Ixtápam,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,San José Vista Hermosa (Aguacatal Grande),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,San Lucas,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,San Marcos Zacatepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Santa Catarina Juquila,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Santa María Amialtepec (kychaq),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Santa María Yolotepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,Santiago Miramar,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Catarina Juquila,,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Agua Ceniza,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Barrio San Antonio,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Barrio San Isidro,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Barrio San Isidro,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Barrio San Pedro,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Cerro Aguacate,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Cerro Ceniza,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Cerro Luna,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Cinco Cerros,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Cofradía Dos,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Carrizal,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Cucharal,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Jicaral,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Limonar,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Limoncillo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Portillo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Tule,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Vidrio,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,El Zapote,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Aurora,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Ciénega,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Concha,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Conchita,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Huichicata,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Juquilita,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Palma,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Palmita,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Paz,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Soledad,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,La Soledad Cofradía,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Las Flores,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Las Pilas,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Llano del Temblor,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Llano Verde,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Llano Víbora,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Los Méndez,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Los Merino,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Los Pozuelos,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Los Sánchez,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Mano del Señor,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Piedra Amarilla,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Piedra de Letra,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Piedra Grande,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Piedra que Menea,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Quinicuena,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Rancho Nuevo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Rancho Viejo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Río Ciruelo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Río de Abajo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,San Isidro Calabazo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,San José,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,San Miguel,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,San Pedro del Río,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Santa Cruz,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Santa Cruz Zenzontepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Santa Lucía,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Santa María Siempreviva,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Santa María Tlapanalquiahuitl,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Templo Viejo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa Cruz Zenzontepec,Tierra Negra,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,Cañada de Guadalupe,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,El Sanate,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,La Junta de los Ríos,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,La Soledad (La Arena),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,Las Delicias,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,Llano Grande,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,San José Pie del Cerro,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,Santa Cruz,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santa María Temaxcaltepec,Santa María Temaxcaltepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Ixtayutla,Corral de Piedra,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Ixtayutla,El Duraznal,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Ixtayutla,El Huamuche,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Ixtayutla,Las Trojes,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Ixtayutla,San Lucas Atoyaquillo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Tetepec,Guadalupe del Tambor,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Tetepec,La Cumbre,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Tetepec,La Soledad Carrizo,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Tetepec,San Isidro del Parral,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Tetepec,San Luis Chatañú,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Tetepec,Santa Cruz Tihuixte,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Tetepec,Santiago Tetepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Yaitepec,La Esperanza,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Yaitepec,La Guadalupe (Pie del Cerro),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Yaitepec,Las Placitas,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santiago Yaitepec,Santiago Yaitepec,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Arroyo Hierba Santa,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Atotonilco,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Cañada de los Matus,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Cañada las Flores,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Cerro de Aire,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Cerro Guitarra,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Cerro Iglesias,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,Ciénega Grande,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,El Aguacatal,as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,El Armadillo (San José Armadillo),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,El Armadillo (San José Armadillo),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,El Armadillo (San José Armadillo),as,as,as,sin datos ,sin datos 
chatino,Oaxaca,Santos Reyes Nopala,El Carrizal,as,as,as,sin datos ,sin datos 
